task_index,instruction,scoring_points
valora-inc#wallet#1789,"In wallet, there was a crash on Android nightly builds that occurred 100% of the time when a user opened the app immediately after installing it. The failure happened on multiple Android devices and build variants (release/nightly) but did not occur on iOS. Your task is to identify the root cause component and reason: name the file or module that needed to be changed and explain what went wrong that allowed this crash to happen (the underlying technical cause).","The predicted root cause component is packages/mobile/android/app/proguard-rules.pro (Module: packages.mobile.android.app.proguard-rules.pro). The predicted root cause reason is missing ProGuard/R8 keep rules for react-native-reanimated (classes under com.swmansion.reanimated.**) causing required classes/methods to be stripped/obfuscated in release builds, which led to the app crashing when ProGuard minification was enabled."
valora-inc#wallet#1186,"In the wallet app, the app crashed whenever an Android user tried to scan the QR code shown by the https://use-contractkit.vercel.app site after initiating a WalletConnect connection (selecting Valora from the Wallet Connect popup and arriving at the QR code screen, then scanning it via Connected Apps). This happened consistently on multiple Android devices but did not reproduce on iOS. Your task is to identify the root cause component and reason that led to this crash.","The predicted root cause component is packages/mobile/src/walletConnect/saga.ts (Module: src.walletConnect.saga). The predicted root cause reason is that WalletConnect v2 initialization was attempted (the v2 code path was enabled) even though v2 support was not working on Android, causing an unhandled failure/crash when processing v2 QR URIs (i.e., an unsupported/buggy v2 flow triggered without proper handling)."
valora-inc#wallet#381,"In the wallet app, there was a bug where a “Confirmation” error is shown when a user tries to verify their phone number after changing the number during the new account/verification flow. This happens when the user starts verification (receives attestations), navigates back to the phone number input, changes the phone number, and then attempts to continue verification — instead of being able to request/receive new attestations and proceed, they are blocked by a confirmation error. Your task is to identify the root cause component (file/module) and the root cause reason for this failure.","The predicted root cause component is packages/mobile/src/verify/VerificationEducationScreen.tsx (Module: packages.mobile.src.verify.VerificationEducationScreen). The predicted root cause reason is that the verification state was not being reset when the phone number input changed (missing reset of verification state), so new attestations were not requested/sent for the new number and the verification flow could not continue."
valora-inc#wallet#1043,"In wallet, there was an intermittent failure where buying or selling CELO from the in-app exchange would succeed, then fail on the next attempt, and continue to alternate between success and failure. This occurred when a user attempted repeated Buy or Sell flows from the CELO exchange screen (navigate to Menu -> CELO, perform a purchase or sell, then immediately perform the operation again). Your task is to identify the root cause component and reason","The predicted root cause component is packages/mobile/src/exchange/saga.ts (Module: packages.mobile.src.exchange.saga). The predicted root cause reason is a race condition caused by not specifying the transaction nonce for exchange transactions (missing/incorrect nonce handling), which allowed the exchange transaction to be submitted before the prior approve transaction was recognized by the node."
valora-inc#wallet#341,"In the wallet app, there was a bug where after completing onboarding and starting to create a new account, if a user reaches the phone number verification page, kills the app, then relaunches and re-enters their PIN, the phone number page shows a continuous loading indicator and the user is blocked from continuing verification. Your task is to identify the root cause component and reason","The predicted root cause component is packages/mobile/src/redux/sagas.ts (module: packages.mobile.src.redux.sagas). The predicted root cause reason is that the verification-related saga(s) were not initialized or ready when actions were dispatched after app relaunch (missing/incorrect wait for sagas to finish loading), so those actions were never handled and the phone number screen remained stuck in a loading state."
valora-inc#wallet#336,"In the wallet app, toggling the iOS App Tracking setting while completing onboarding (specifically while on the phone number verification step) and then backgrounding and reopening the app resulted in the phone verification screen showing an infinite loading spinner (and the app sometimes crashing on relaunch). Your task is to identify the root cause component and reason that led to this failure — i.e., which file/module was responsible and what went wrong to cause the verification step to get stuck.","The predicted root cause component is packages/mobile/src/redux/sagas.ts (Module: packages.mobile.src.redux.sagas). The predicted root cause reason is that verification-related sagas (the root saga) were not initialized/ready in time after app background/relaunch, causing actions to be dispatched with no handler (a timing/order/synchronization issue / missing wait for sagas to finish loading), which left the phone verification flow stuck on a loading spinner."
mostafaalagamy#Metrolist#1260,"In Metrolist, there was an app crash when opening the Appearance settings. The crash occurs when the app language is set to Japanese — tapping the Appearance option causes the app to terminate instead of opening the appearance settings screen. Your task is to identify the root cause component and reason that led to this crash (which file or module was at fault, and what specifically went wrong).",The predicted root cause component is app/src/main/res/values-ja/metrolist_strings.xml (module: app). The predicted root cause reason is an unescaped percent sign in the localized string resource (sensitivity_percentage) causing a runtime string-formatting/format exception when the string is formatted (missing '%%' escape).
mostafaalagamy#Metrolist#1088,"In the Metrolist app, there was a bug where using Gemini Play Music to open/play a YouTube watch link resulted in the wrong playlist being played instead of the expected playlist. This happens when attempting to play a playlist from a watch URL. Your task is to identify the root cause component and reason","The predicted root cause component is app/src/main/kotlin/com/metrolist/music/MainActivity.kt (com.metrolist.music.MainActivity). The predicted root cause reason is that the YouTube watch handler did not parse and forward the playlist query parameter (the `list`/playlistId) when queuing/creating the WatchEndpoint, so the playlist ID was ignored and the wrong playlist was played."
FunkinCrew#Funkin#5567,"In Funkin, there was a crash when a player spammed the letter/category selection keys in Freeplay and tried to leave at the same time (for example, when Back is bound to the same key as a category key). Your task is to identify the root cause component and reason","The predicted root cause component is source/funkin/ui/freeplay/LetterSort.hx (module: source.funkin.ui.freeplay.LetterSort). The predicted root cause reason is that the letter-selection handling did not check whether input controls were active (missing guard around instance.controls.active) before performing animations/timers/sound, allowing UI actions to run when the controls/UI were deactivated and causing the crash."
FunkinCrew#Funkin#5562,"In the Funkin repository/app, there was a crash on Android where main menu buttons could be pressed multiple times during the fade/transition back to the main menu, which—if timed correctly—allowed the Freeplay menu to be opened twice and led to a crash. This happened after returning from other menus (Options, Story, Credits) and interacting with the main menu while the transition was still finishing. Your task is to identify the root cause component and reason that allowed this double-activation and crash.","The predicted root cause component is source/funkin/ui/mainmenu/MainMenuState.hx (Module: source.funkin.ui.mainmenu.MainMenuState), and the related exit/transition files source/funkin/ui/options/OptionsState.hx (Module: source.funkin.ui.options.OptionsState), source/funkin/ui/story/StoryMenuState.hx (Module: source.funkin.ui.story.StoryMenuState), and source/funkin/ui/credits/CreditsState.hx (Module: source.funkin.ui.credits.CreditsState). The predicted root cause reason is that input was not being disabled/enforced during menu transitions (missing toggling of FlxG.keys.enabled / missing suppression of input), allowing multiple menu selections/scrolls and duplicate state switches which led to an invalid/crashing state."
FunkinCrew#Funkin#5277,"In the Funkin repository/app, there was a crash that happened when a song event fired a tween on an object and the player immediately returned to the chart editor after that event. The observed failure: after triggering the event during playtest and switching to the chart editor, the game crashes. Your task is to identify the root cause component and reason that led to this crash — name the file or module responsible and explain what went wrong to cause the crash.","The predicted root cause component is source/funkin/play/PlayState.hx (module: source.funkin.play.PlayState). The predicted root cause reason is that active tweens and timers were not cancelled/cleared when exiting PlayState (missing cleanup of FlxTween.globalManager and FlxTimer.globalManager), allowing callbacks to run against removed/destroyed objects and causing the crash."
FunkinCrew#Funkin#5159,"In Funkin, there was a crash on the title screen: when opening the game and holding or repeatedly pressing the D key (and sometimes I) the game would immediately crash. This happened while interacting with the title screen controls before the title finished loading. Your task is to identify the root cause component and reason",The predicted root cause component is source/funkin/ui/title/TitleState.hx (module: source.funkin.ui.title.TitleState). The predicted root cause reason is a null object reference caused by accessing a shader-related object (outlineShaderShit) before it was initialized — missing null checks / state accessed before initialization when handling key input (pressing D or I).
FunkinCrew#Funkin#5047,"In Funkin, there was a crash that occurred when entering playtest mode, restarting the song, and then immediately returning to the Chart Editor — the game would crash during that quick restart/exit sequence. Your task is to identify the root cause component and reason","The predicted root cause component is source/funkin/play/PlayState.hx (module: source.funkin.play.PlayState). The predicted root cause reason is an active timer (vwooshTimer) / timer callback being started during a restart and not tied to the PlayState lifecycle (not canceled or scoped correctly). The timer's callback ran after the state was exited, accessing cleaned-up/null objects and causing the crash."
FunkinCrew#Funkin#5022,"In the Funkin repository/app, there was a crash that occurred after finishing a song (reported while playing the 'Cocoa Erect' song) where the game crashed with a leaderboard/medal-related failure. The crash happened at the end of gameplay and could not be reliably reproduced by the reporter. Your task is to identify the root cause component and reason — name which file/module is responsible and explain what went wrong to cause this crash.","The predicted root cause component is source/funkin/api/newgrounds/Leaderboards.hx (module: funkin.api.newgrounds.Leaderboards) and source/funkin/api/newgrounds/Medals.hx (module: funkin.api.newgrounds.Medals). The predicted root cause reason is that code accessed Newgrounds leaderboard/medal data structures directly when they could be null (missing null-safe handling), causing a null dereference / null pointer exception when leaderboards or medals (or their internal maps) were not initialized."
FunkinCrew#Funkin#4802,"In Funkin, there was a crash when loading an FNFC via the Chart Editor's welcome dialog recent section: if you click a recent chart entry very quickly (before the entry's tooltip has a chance to appear), the game crashes. Your task is to identify the root cause component and reason","The predicted root cause component is source/funkin/ui/debug/charting/dialogs/ChartEditorWelcomeDialog.hx (module: source.funkin.ui.debug.charting.dialogs.ChartEditorWelcomeDialog). The predicted root cause reason is that the recent-link's tooltip can try to show after the dialog/link is being hidden/removed (a race condition / missing hide/disable), causing the tooltip to access a disposed/null UI element and trigger a Haxe UI null object reference crash."
FunkinCrew#Funkin#4764,"In Funkin, there was a crash that occurred when the user pressed F5 to hot-reload while any dialogue box was open. The game would immediately crash (null object reference) during the reload process. Your task is to identify the root cause component and reason responsible for this crash: which file/module (and method if relevant) caused the issue, and what specifically went wrong to produce the null object reference during hot-reload.","The predicted root cause component is source/funkin/play/PlayState.hx (module: funkin.play.PlayState, method: reloadAssets). The predicted root cause reason is that the reload path did not perform cleanup before forcing asset/state reload — active dialogue/stage objects remained running and referenced cleared or null resources, causing a null object reference during hot-reload."
FunkinCrew#Funkin#4785,"In the Funkin repository/app, opening the Stage Editor and pressing the Delete (SUPR) key when no object was selected caused the editor to crash. This happened simply by hitting the delete key without having an active selection. Your task is to identify the root cause component and reason","The predicted root cause component is source/funkin/ui/debug/stageeditor/handlers/UndoRedoHandler.hx (Module: funkin.ui.debug.stageeditor.handlers.UndoRedoHandler). The predicted root cause reason is a missing null/selection check: code attempted to delete or create an undo entry for a non-existent (null/undefined) selected object, resulting in a null-reference/invalid state access crash."
FunkinCrew#Funkin#4498,"In the Funkin repository/app, there was a crash reported when a player restarts the game after logging into a Newgrounds account and quickly skipping the intro / mashing Enter to open the main menu. The game sometimes crashes with a Null Object Reference because Newgrounds-related data hasn't been retrieved fast enough. Your task is to identify the root cause component and reason.","The predicted root cause component is source/funkin/api/newgrounds/Medals.hx (module: source.funkin.api.newgrounds.Medals). The predicted root cause reason is a missing null-check for the medal list's internal data (its internal map not being initialized yet), causing a null reference when code accesses medal data before Newgrounds medals have finished loading."
FunkinCrew#Funkin#4354,"In Funkin, there was a crash when entering Freeplay if the 'CHAR SELECT' key binding was removed/unbound — the game quits/throws an error as Freeplay is opened. Your task is to identify the root cause component and reason","The predicted root cause component is source/funkin/input/Controls.hx (module: source.funkin.input.Controls). The predicted root cause reason is that code attempted to access the first element of an inputs collection when that collection was empty (missing check/fallback), causing a null/object reference crash."
FunkinCrew#Funkin#3489,"In Funkin, there was a crash that occurred when exiting the Input Offset / Latency screen from the options menu. The player reported that music had been affected and, after opening and then leaving the input offset screen, the game crashed. Your task is to identify the root cause component and reason",The predicted root cause component is source/funkin/ui/debug/latency/LatencyState.hx (module: funkin.ui.debug.latency.LatencyState). The predicted root cause reason is attempting to use FlxG.sound.music (setting its volume) when music is null — missing null check leading to a null reference crash.
Tornaco#Thanox#1290,"In Thanox, users reported that when the “Open other apps” feature was enabled, they could not share images to an app in the Work profile (来自“炼妖壶”); disabling the feature made sharing work again. Your task is to identify the root cause component and reason that led to this failure.","The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions.toml) — the kotlinx-coroutines dependency (org.jetbrains.kotlinx:kotlinx-coroutines-android, previously pinned at 1.8.0). The predicted root cause reason is a bug/regression in kotlinx-coroutines 1.8.0 (coroutine dispatch/scheduling on the main thread causing a race/incorrect dispatch that prevented intents/shares from being launched to the Work profile); the issue is resolved by upgrading to kotlinx-coroutines 1.9.0."
Tornaco#Thanox#1287,"In the Thanox repository/app, there was a recurring Thanox core error visible in the system logs after a normal device startup on an Android 15 OneUI 7.0 (S25u) device. The user observed the core producing continuous error messages while simply running the system and collecting logs. Your task is to identify the root cause component (file or module) and the root cause reason (what went wrong) that led to these core errors.",The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions.toml). The predicted root cause reason is an outdated mockk test dependency (mockk was pinned to 1.13.10) that needed to be updated to 1.13.13 — the older mockk version introduced a bug/compatibility issue (primitive unboxing/Kotlin compatibility) that led to the observed failures.
Tornaco#Thanox#1253,"In Thanox, there was a runtime failure reported on OneUI7 devices: when a new app process was being started under LSPosed hooks, Thanox logged errors from its process-start hook and the hook failed to complete, producing noisy error output and breaking the intended OOM/adj handling. Your task is to identify the root cause component and reason that led to this failure (which file/module in the code was responsible and what exactly went wrong).","The predicted root cause component is github.tornaco.android.thanos.services.patch.common.am.XProcessRecordHelper (file: services/patch/common/am/XProcessRecordHelper.java). The predicted root cause reason is a reflective method lookup failure (NoSuchMethodError) caused by calling a ProcessStateRecord#setMaxAdj method with the wrong signature/type (method signature changed/removed on the platform), i.e., a signature mismatch when using XposedHelpers to call setMaxAdj (missing/incorrect parameter type leading to method not found)."
Tornaco#Thanox#1242,"In the Thanox app, enabling the “后台运行” (background run) feature caused some protection rules to stop working: apps set to be kept alive (e.g., “不清理播放音频的应用”, “不清理最近任务中的应用”, whitelist) were still killed — for example AntennaPod was terminated about 15s after screen-off even though it was configured to be preserved. Your task is to identify the root cause component and reason",The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions). The predicted root cause reason is an outdated dependency version (chucker pinned to 4.0.0) causing incompatibility; updating chucker to 4.1.0 resolved the issue.
Tornaco#Thanox#1229,"In the Thanox app, Thanox-Core was repeatedly logging errors and contributing to high CPU usage whenever the system's usage-stats pipeline reported usage events (for example around user unlock / usage reporting). The observed behavior was continuous ""reportEvent error"" noise coming from the core while the system was handling usage events. Your task is to identify the root cause component and reason","The predicted root cause component is github.tornaco.android.thanos.services.xposed.hooks.UsageStatsServiceRegistry (file: UsageStatsServiceRegistry.java) in the thanox-core module. The predicted root cause reason is an incorrect type assumption / bad cast inside the Xposed hook: the code casts a method argument to android.app.usage.UsageEvents$Event while the actual argument is an Integer (wrong parameter index or wrong method signature handling), causing a ClassCastException."
Tornaco#Thanox#1205,"In Thanox, there was a UI bug in the app-management screens (e.g., Activity Management, Broadcast Manager) where an SDK entry (for example, ""Pangle sdk"") only showed a single source/item even though multiple activities/sources actually existed. As a result, toggling/ disabling an item could appear to work but after leaving and returning the switch would be back on because the UI only presented one of the entries. Your task is to identify the root cause component and reason that led to this incorrect single-item display.","The predicted root cause component is /android/gradle/libs.versions.toml (module: android) — the com.tencent:mmkv dependency/version used by the app. The predicted root cause reason is a bug in the MMKV version in use (a multi-process MMKV loading/storage issue) that caused stored SDK source collections to be read incorrectly (truncating or collapsing multiple entries into a single entry), resulting in only one SDK source being shown."
Tornaco#Thanox#1211,"In the Thanox repository/app, there was a bug where the system quick settings ""Sensors off"" tile that the user manually turned on would be automatically turned off after the device was turned off and back on the screen, even though Thanox's own ""Close sensors"" feature was disabled. Your task is to identify the root cause component and reason that allowed Thanox to override or reset the user-enabled QS ""Sensors off"" switch when it should not have.","The predicted root cause component is android/gradle/libs.versions.toml (Module: android.gradle.libs.versions.toml). The predicted root cause reason is an unintended dependency version bump (chucker 4.0.0 -> 4.1.0 and mockk 1.13.9 -> 1.13.10) that changed runtime behavior and caused Thanox to overwrite/restore the QS ""Sensors off"" tile state on resume (i.e., a dependency update introduced an unexpected side-effect that reset the user-enabled sensor toggle)."
Tornaco#Thanox#888,"In the Thanox repository/app, users reported that after enabling Zygisk and installing the module via Magisk, the module could not be activated — tapping the patch/activation status produced no response and the UI appeared unresponsive. This happened on devices like Honor V20 (Magic OS 2.1, Android 9) using the Play version 5.0.6-row; the reporter could only install the module by manually copying and renaming an APK. Your task is to identify the root cause component and reason that would explain this behavior.",The predicted root cause component is android/gradle/libs.versions.toml (module: org.mozilla:rhino-runtime / org.mozilla.javascript). The predicted root cause reason is an outdated/buggy Rhino JavaScript runtime dependency (version 1.7.13) causing the app's scripting/activation path to fail or become unresponsive; upgrading the dependency to 1.7.14 fixes the issue.
Tornaco#Thanox#713,"In Thanox repository/app, there was a bug where the WeChat '模拟消息' (simulate message) action under the WeChat proxy feature produced no notification when tapped. This happened when trying to trigger a simulated incoming message via the app's UI — nothing appeared as a notification. Your task is to identify the root cause component and reason that allowed this behavior to occur.",The predicted root cause component is android/gradle/libs.versions.toml (the libs version catalog entry for org.mozilla:rhino-runtime). The predicted root cause reason is an outdated/buggy org.mozilla:rhino-runtime version (1.7.13) causing the script engine used for simulating messages to fail; the issue was resolved by upgrading to rhino-runtime 1.7.14.
Tornaco#Thanox#648,"In the Thanox app, a user reported that their scenario (automation) to auto-switch Bluetooth worked when launching a monitored app (Bluetooth would be enabled), but when that app was stopped the automation did not turn Bluetooth off as expected. This happened on Realme GT Neo3 (Android 12) with Thanox 4.1.1 (Xposed). Your task is to identify the root cause component (which file or module was responsible) and the root cause reason (what specifically went wrong) that allowed this behavior to occur.",The predicted root cause component is android/gradle/libs.versions.toml (module: com.github.skydoves:landscapist-glide). The predicted root cause reason is an outdated/incorrect dependency version entry (landscapist-glide set to 2.4.4) that needed to be bumped to 2.4.7 (dependency version mismatch/outdated dependency).
Tornaco#Thanox#626,"In the Thanox repository/app, there was a bug where the per-app ""force show in recent tasks"" setting for apps like WeChat would work until the device was rebooted — after reboot the forced-show behavior stopped working (swiping away the app's recent-task card then immediately reopening the app would cause the app to hang), and manually toggling the same setting in the UI made the behavior work again. Your task is to identify the root cause component and reason that led to this regression: which file/module was responsible and what specifically went wrong (the underlying bug or missing behavior).","The predicted root cause component is thanox-core/src/main/java/com/tornaco/thanox/module/privacy/RecentTaskPolicyManager.java (module :thanox-core). The predicted root cause reason is that the forced-show recent-task state was not being restored/applied after device reboot (missing restore/apply during init/BOOT handling), so the in-memory enforcement was lost — essentially a missing re-application of persisted settings on startup (initialization order/missing boot handling)."
Tornaco#Thanox#640,"In the Thanox repository/app, there was a ""Framework error"" reported by users running the app (Android 12 on a Sony device) where the app's core/service failed and a framework error dialog appeared. Your task is to identify the root cause component and reason that led to this failure — specify the specific file/module that was fixed and the underlying reason why the error occurred.",The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions.toml). The predicted root cause reason is an incorrect/outdated dependency version: the com.github.skydoves:landscapist-glide dependency was pinned to 2.4.4 and needed to be bumped to 2.4.7 (dependency version mismatch causing the failure).
Tornaco#Thanox#607,"In Thanox, there was a problem where the Magisk module failed to work after exporting and flashing because the file system/framework/thanox-bridge.jar was reported missing during installation. Your task is to identify the root cause component and reason that led to the missing thanox-bridge.jar in the Magisk module packaging and installation process.  In Thanox, there was a problem where the Magisk module failed to work after exporting and flashing because the file system/framework/thanox-bridge.jar was reported missing during installation. Your task is to identify the root cause component and reason that led to the missing thanox-bridge.jar in the Magisk module packaging and installation process.","The predicted root cause component is magisk-module packaging script/template that assembles system files — e.g. magisk-module/build.sh or the magisk module template path at magisk-module/template/system/framework/thanox-bridge.jar (module reference: :magisk-module). The predicted root cause reason is that the thanox-bridge.jar was not included/copied into the Magisk module during packaging (missing file in module template or missing copy step), causing the installer to report system/framework/thanox-bridge.jar as absent."
Tornaco#Thanox#605,"In Thanox, there was a bug where enabling the “skip apps with notifications” option in 乖巧模式 (gentle/polite mode) did not actually skip an app that had an active download notification. In the reported case, dvget showed a download-progress notification in the status bar, was switched to the background, but about 2 seconds later the download progress stalled, the notification disappeared and the app was put into 乖巧 (gentle) mode; disabling gentle mode allowed the download to resume. Your task is to identify the root cause component and reason.","The predicted root cause component is android/gradle/libs.versions.toml (Module: android.gradle.libs.versions.toml). The predicted root cause reason is an incorrect/outdated dependency version for com.github.skydoves:landscapist-glide (was pinned to 2.4.2 instead of the required 2.4.4), i.e., a wrong dependency version causing the behavior."
Tornaco#Thanox#588,"In the Thanox app, users reported two related problems: when tapping the wake-lock feature's ""batch manage"" action the Thanox process would crash and restart, and after activating the Thanox module a particular app (起点读书) would hang at the login verification slider (requests for SMS codes got stuck). Your task is to identify the root cause component and reason that led to these failures.",The predicted root cause component is android/gradle/libs.versions.toml (the dependency entry for com.github.skydoves:landscapist-glide / glide-landscapist). The predicted root cause reason is a buggy/incorrect third-party library version (glance/landscapist-glide v2.4.1) causing unstable behavior (crash and blocking UI interaction); upgrading the dependency to v2.4.2 fixed the issue.
Tornaco#Thanox#595,"In Thanox, there was a bug where configured scenario modes (for example, app-based GPS enabling or other profile-like 'scenes') became inactive after a single device reboot — the scenes would only start working after performing a second reboot. This happened across reboots and affected multiple scene types. Your task is to identify the root cause component and reason that led to scene modes not taking effect after the first reboot.",The predicted root cause component is android/gradle/libs.versions.toml (module: com.github.skydoves:landscapist-glide). The predicted root cause reason is a faulty/buggy third-party dependency version (landscapist-glide pinned to 2.4.1) causing initialization/behavior problems on boot; upgrading the dependency to 2.4.2 fixes the issue.
Tornaco#Thanox#585,"In the Thanox repository/app, enabling Thanox as an LSPosed module (with the system framework injection option checked) on a Redmi K50 (Android 12 / MIUI 13) caused the quick settings ""性能模式"" (Performance Mode) tile in the notification shade to stop working: tapping the tile produced no response and the tile state did not change (even though Performance Mode could be enabled through the phone manager). Reproduce by activating Thanox in LSPosed, rebooting, and tapping the Performance Mode quick setting. Your task is to identify the root cause component (which file or module was fixed) and the root cause reason (what went wrong) that led to this behavior.",The predicted root cause component is android/gradle/libs.versions.toml (the dependency entry for com.github.skydoves:landscapist-glide). The predicted root cause reason is an outdated/buggy dependency version of the landscapist-glide library (version 2.4.1) that caused an incompatibility or unwanted behavior; updating it to 2.4.2 fixed the issue.
Tornaco#Thanox#581,"In the Thanox repository, there was a recurring failure where opening the LSPosed Manager log view produced a massive number of error logs related to a type conversion problem (ClassCastException) that originated while broadcast checking was being done. Your task is to identify the root cause component and reason that led to this error: name the specific file/class/module where the bug lived and explain what went wrong (the underlying programming mistake that produced the type conversion failures).","The predicted root cause component is app/src/main/java/github/tornaco/android/thanos/services/xposed/hooks/IntentFirewallRegistry.java (class: github.tornaco.android.thanos.services.xposed.hooks.IntentFirewallRegistry$2). The predicted root cause reason is an incorrect type assumption when reading intent/bundle data — casting an object to Integer while the actual value was a String (missing type check / improper extraction of intent extras), causing a java.lang.ClassCastException."
Tornaco#Thanox#555,"In the Thanox repository/app, there was a bug where, after activating Thanox under Xposed/LSPosed, lightweight browsers (e.g., Via) would immediately crash when the user tried to pick images from the system gallery or choose system folders (resulting in exported files of 0 bytes or failing to select images). Disabling Thanox in the module manager restored normal behavior, and re-enabling it reproduced the crash. Your task is to identify the root cause component and reason",The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions.toml). The predicted root cause reason is a buggy/outdated third-party dependency (com.github.skydoves:landscapist-glide at version 2.3.2) that caused the crash/file-selection failures; the issue was addressed by bumping the glide-landscapist dependency to 2.4.1.
Tornaco#Thanox#518,"In the Thanox app, users observed that task cleaning and auto-start restrictions stopped working for some apps: certain apps (e.g., ES File Explorer, Taobao, Xiaohongshu) would auto-start after boot (startup shown as null/null), remain in cache after being swiped away and consume CPU, and chain-wake other apps via push SDKs even though those apps had background-start disabled in Thanox. Your task is to identify the root cause component and reason that caused this failure.","The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions), specifically the com.github.skydoves:landscapist-glide dependency entry. The predicted root cause reason is an outdated/incorrect third-party dependency version (old landscapist-glide 2.3.2) causing a compatibility/regression; bumping the dependency to 2.4.1 resolved the issue."
Tornaco#Thanox#491,"In Thanox, there was a bug in the One‑Tap/One‑Click Boost feature: when a user disabled the “background running” option, the task‑cleaning action still ran if its checkbox was selected. This incorrect behavior was observed during normal use of the boost action and reproduced by testers. Your task is to identify the root cause component and reason",The predicted root cause component is android/gradle/libs.versions.toml (the glide‑landscapist dependency entry / com.github.skydoves:landscapist-glide). The predicted root cause reason is an outdated/buggy third‑party dependency version (landscapist-glide pinned to 2.3.2) causing the feature to behave incorrectly; the issue was addressed by bumping the library version to 2.3.4.
Tornaco#Thanox#481,"In the Thanox repository/app, there were reports that the system UI would sometimes become unresponsive or the device would 'sleep dead' after the screen was turned off (observed on Crdroid8 / Android 12 with lsposed active). The failure is intermittent and not reliably reproducible. Your task is to identify the root cause component (which file or module was changed to fix this) and the root cause reason (what specifically went wrong to cause the observed system UI instability).",The predicted root cause component is android/gradle/libs.versions.toml (module: com.github.skydoves:landscapist-glide). The predicted root cause reason is a buggy/incompatible third‑party library version (landscapist-glide v2.3.2) causing System UI instability; the issue was resolved by upgrading that dependency to v2.3.4.
Tornaco#Thanox#473,"In Thanox, there was an issue where apps were not being killed when the device was locked: for example, opening the Coolapk app, swiping up to return to the home screen, locking the device, and then unlocking it would find Coolapk still in its previous state (it had not been killed and restarted). Using the one-key speed/kill function still successfully killed the app. Your task is to identify the root cause component and reason",The predicted root cause component is android/gradle/libs.versions.toml (module: com.github.skydoves:landscapist-glide). The predicted root cause reason is an outdated/incorrect third-party dependency version (landscapist-glide at 2.3.2) causing the unexpected behavior; updating the dependency to 2.3.4 fixes the issue.
Tornaco#Thanox#470,"In Thanox, there was an intermittent ""core initialization error"" that appeared after reboot: the app reported a trusted initialization compatibility error that could affect some functionality and appeared sporadically across reboots. Your task is to identify the root cause component and reason",The predicted root cause component is android/gradle/libs.versions.toml (module: android.gradle.libs.versions.toml). The predicted root cause reason is an incompatible/outdated third‑party dependency version — the com.github.skydoves:landscapist-glide library was pinned to a buggy/older version (2.3.2) causing compatibility issues during initialization; updating it to 2.3.4 fixes the problem.
Tornaco#Thanox#447,"In the Thanox repository/app, users reported sporadic random device reboots that could occur at any time (sometimes within minutes after boot). The behavior was intermittent and not reliably reproducible, though several logs were collected. Your task is to identify the root cause component and reason that likely led to these unexpected reboots.",The predicted root cause component is android/gradle/libs.versions.toml (glide-landscapist / com.github.skydoves:landscapist-glide). The predicted root cause reason is a buggy/unstable third-party library version (using landscapist-glide v2.3.2) causing crashes/instability; the issue was resolved by upgrading the dependency to v2.3.4.
Tornaco#Thanox#437,"In Thanox, there was a crash when attempting to open apps whose icons (thumbnails) failed to load — those apps would immediately crash on open (this started happening after v3.9). Your task is to identify the root cause component and reason that led to this regression.",The predicted root cause component is android/gradle/libs.versions.toml (the glide-landscapist dependency / com.github.skydoves:landscapist-glide entry). The predicted root cause reason is a buggy/incorrect library version (landscapist-glide v2.2.13) causing an unhandled null/missing-thumbnail case (effectively a missing null check or compatibility bug) that leads to a crash when an app icon/thumbnail cannot be loaded.
Tornaco#Thanox#440,"In the Thanox repository/app, there was a bug where enabling the ""移花接木"" (activity replacement) rule to skip an app's splash screen caused the device to become extremely slow and eventually black-screen and freeze, requiring a forced reboot. This happened when mapping one activity to another (e.g., LoadingPageActivity -> MainTabActivity) and then launching the target app from the launcher. Your task is to identify the root cause component (which file or module was changed to fix this) and the root cause reason (what went wrong that caused the freeze).",The predicted root cause component is android/gradle/libs.versions.toml (the glide-landscapist dependency: com.github.skydoves:landscapist-glide). The predicted root cause reason is an issue in the older landscapist-glide dependency version (outdated/buggy dependency 2.2.13) that triggered the problematic behavior; updating the dependency to 2.3.2 fixed the problem.
Tornaco#Thanox#407,"In Thanox, there was a stable device boot failure after flashing the 3.5 prc Magisk module: the phone boots to the lock screen and then performs a soft reboot every 3–5 seconds in a loop; disabling the module allows the device to boot normally. Your task is to identify the root cause component and reason",The predicted root cause component is android/gradle/libs.versions.toml (the glide-landscapist / com.github.skydoves:landscapist-glide dependency entry). The predicted root cause reason is an incompatible/outdated library dependency version for landscapist-glide (wrong version selected causing a runtime crash/misbehavior at startup); updating the dependency version (from 2.2.13 to 2.3.2) resolves the boot-time crash.
